print;name;picture;flavor;check;remind;type;
0;Из плена земли;crypto/treasure2.png;Эта находка, извлеченная из плена земли, покрыта толстым слоем глины, ржавчины и каких-то истлевших волокон растительного происхождения... Она не выглядит особенно ценной — и потому у тебя давно уже не доходят руки, чтобы закончить начатую работу и окончательно извлечь раритет из земного плена.;<b>Чтобы вскрыть этот конверт</b> и забрать содержимое, нужно сделать следующее: {2mm}<b>Потрать</b> из своего мешка <b>2 Синих или 2 Зеленых Камня</b>, на твой выбор (просто достань и сбрось их), чтобы перестать откладывать это важное дело...{2mm}ЛИБО{2mm}<b>Выпей стопку виски</b> в закусочной Джона Саливана в компании с кем-нибудь И <b>покажи ему этот конверт</b>, чтобы наконец-то найти достаточно мотивации закончить начатое...{2mm}В любом случае, после выполнения одного из этих условий сразу же вскрой конверт.; ;rare;10
0;Кропотливая работа;crypto/ancient1.png;Перед тобой — извлеченный из земли комок глины, в контурах которого смутно угадывается старинная реликвия… Чтобы привести эту вещь в божеский вид — придется основательно и кропотливо поработать, напрягая глаза, голову и пальцы рук…;<b>Чтобы вскрыть этот конверт</b> и забрать содержимое, нужно пройти Проверку: {2mm}Достань из мешка, <b>НЕ глядя, ОДИН Камень</b> и посмотри на его цвет. {2mm}Если Камень <b>Красный —  Проверка провалена</b>, а Камень сбрасывается.{2mm}Если же Камень <b>Синий или  Зеленый — верни его в мешок и тяни следующий Камень</b>.{2mm}Проверка будет <b>пройдена</b> успешно, как только ты таким образом <b>вытащишь Синий Камень в третий раз</b> — в этот момент сбрось сам Камень и вскрой конверт.;{check_reminder};rare;10
0;Тончайшая работа;crypto/treasure9.png;Ценная находка покрыта изрядным слоем грязи и ржавчины. Чтобы отчистить ее, не повредив при этом мельчайших деталей, придется напрячь глаза и унять нервную дрожь в руках, всегда возникающую при длительном выполнении столь тонкой работы…;<b>Чтобы вскрыть этот конверт</b> и забрать содержимое, нужно пройти Проверку: {2mm}Доставай из мешка, <b>НЕ глядя, по одному Камню</b>, смотри его цвет и <b>сбрасывай</b> его. {2mm}Если вытащенный Камень <b>Красный —  Проверка сразу провалена</b>.{2mm}Если  <b>Синий —  успешно пройдена</b>.{2mm}Если <b>Зеленый — может быть продолжена</b>: тяни следующий Камень (до провала или успеха), либо закончи прохождение, если чувствуешь, что силы тебя покинули.;{check_reminder};rare;10
0;Терпение и труд;crypto/indian.png;В глиняной коробочке, аккуратно извлеченной из земли, лежат кусочки чего-то, похожего на амулет. Сначала ты приходишь в отчаяние, но потом замечаешь на кусочках маленькие выступы и выемки. Похоже, это можно собрать воедино, если не торопиться и хорошо помнить, что с чем ты пытался соединить до этого.;<b>Чтобы открыть этот конверт</b>, пройди Проверку.{2mm}Выбери в мешке <b>ДВА Камня</b> и положи их на Конверт.{1mm}Теперь достань из мешка, НЕ глядя, <b>любое количество камней</b> на твой выбор. {1mm}Проверка пройдена, если среди вытащенных Камней есть два таких же, которые лежат на конверте. {1mm}После Проверки <b>верни в мешок ВСЕ Синие, и сбрось вытащенные Красные и Зеленые</b>.;{check_reminder};rare;10
0;;;;;;;2
0;Дела судебные;crypto/book4.png;Похоже, в этом здоровенном фолианте содержится архив городского суда за несколько десятков лет. Среди многочисленных тяжб по поводу наследств, краж и бракоразводных процессов наверняка найдется что-нибудь более интересное. Вот только нужно обладать ангельским терпением, чтобы разбирать этот судебный канцелярит!;{crypto_story_begin} пройди Проверку: {2mm}<b>Доставай</b> из своего мешка <b>по 3 Камня</b>. Если среди них есть <b>Синий</b> — положи его на конверт, если нет — сбрось все имеющиеся Камни с конверта. Остальные вытащенные Камни верни в мешок.{2mm}Проверка пройдена, когда на конверте наберется <b>3 Синих Камня</b>. После успешной Проверки верни все Камни с конверта в мешок. {2mm}{crypto_story_suffix};{check_reminder};storyline;8
0;Зацепка?;crypto/newspaper1.png;Листая толстую папку со старыми картами окрестностей Салема и читая бесконечные вырезки старых газет, пожелтевших от времени, так легко пропустить по-настоящему важную вещь…;{crypto_story_begin} пройти Проверку: {2mm}<b>Достань</b> из своего мешка <b>ДВА Камня</b>, посмотри на них и убери обратно в мешок.{2mm}Если <b>ОБА были Синими — Проверка пройдена</b>. {1mm}При успехе Проверки <b>напиши на конверте имя своего персонажа и текущее время</b>.{1mm}Если на конверте есть твоя пометка — ты сможешь ознакомиться с его содержимым, но сначала ты должен <b>по жизни</b> забыть про этот конверт и позаниматься другими делами, а потом вспомнить про него.;{check_reminder};storyline;12
0;За семью печатями;crypto/note_paper.png;О-хо-хо, похоже на зашифрованное письмо. Да еще, судя по всему, разделенное на части. Автор, похоже, серьезно подходил к проблемам криптостойкости — тут даже буквы заменены какими-то иероглифами. Хотя и в них просматриваются закономерности. Например, вот эта группа из двух встречается часто — может, это {quot}th{quot}? Можно, конечно, копаться в этом одному, но разумнее будет позвать помощников.;{crypto_story_begin} нужно собрать на нем <b>3 подписи</b>, для чего пройди следующую Проверку: {2mm}Достань из мешка, НЕ глядя, <b>2 Камня</b>. Если они <b>оба Синие</b>, либо <b>Зеленый и Синий</b> — Проверка пройдена, <b>поставь на конверт свою подпись и имя своего персонажа</b>.{1mm}Один из этих Камней сбрось, другой верни в мешок.{2mm}После того, как на конверте появились <b>3 подписи</b>, просматривать его содержимое имеет право любой человек, чья подпись стоит на конверте.;{check_reminder};storyline;20
0;Салемские ведьмы;crypto/books.png;В твоих руках — старое судебное дело о казненных ведьмах. Ты просто нутром чуешь, что события 1692 года имеют какое-то отношение к нынешней жизни Салема. Но протоколы дела настолько однобоки и пристрастны! Жаль, что тебе никогда не удастся пообщаться ни с кем из очевидцев тех событий лично. Или нет?..;{crypto_story_begin} сделай следующее: {2mm}<b>Найди способ посмотреть на Салемский процесс глазами двух разных его участников</b>.{2mm}{crypto_story_suffix2};{check_reminder};storyline;16
0;Общий багаж;crypto/books2.png;Некоторые вещи невозможно ухватить, пока ты не вытащишь ключи к ним из глубин своей памяти. Лишь тогда, после погружения в культурных контекст прошедших эпох, становятся понятны некоторые важные детали, встречающиеся среди старых архивов или переписки…;{crypto_story_begin} ты должен:{2mm}<b>Посети Сеанс Гипноза</b> и посмотри одну <b>новую историю</b> в нем (которую ты еще не видел).{1mm}Сделав это, ты имеешь право <b>написать на одном таком конверте имя своего персонажа и текущее время</b>. Отныне ты можешь доставать содержимое этого конверта.{2mm}Каждая новая история позволяет тебе ознакомиться таким образом лишь с одним подобным конвертом — если ты желаешь знать больше — нужно вновь погрузиться в бездны коллективного бессознательного.;;;20
0;Символизм;crypto/book5.png;Достаточно интересное сочинение современного автора — и, похоже, достаточно полезное. У него есть только одна проблема — автор явно страдает графоманией и синдромом поиска глубинного смысла, и умудряется в любой, самой бытовой вещи найти бездны символизма...;{crypto_story_begin} нужно пройти Проверку: {2mm} Достань из своего мешка, НЕ глядя, <b>5 Камней</b>. Проверка пройдена, если среди них есть <b>2 Синих</b>.{2mm}Однако твое отвращение к этому опусу тем сильнее, чем больше <b>Красных</b> Камней ты вытащил — за каждый Красный Камень придется выпить пару стопок в Баре, прежде чем тебя попустит, и ты решишься вернуться к чтению этой литературы. Либо выпей бутылку Виски, и ты сразу поймешь, что хотел сказать автор.{2mm}После Проверки верни все Камни обратно в мешок и <b>напиши на конверте имя своего персонажа</b>. Отныне ты можешь доставать содержимое этого конверта (с учетом ограничения выше).;{check_reminder};storyline;0
0;Страницы истории;crypto/book7.png;В этой книге содержится большой корпус текстов об этих местах — очерки, заметки, рассказы, мемуары различных людей. Тут может найтись много чего интересного, надо просто сесть и внимательно все прочитать, не отвлекаясь. Для пытливого и внимательного ума — ничего сложного.;{crypto_story_begin} нужно пройти Проверку: {2mm}НЕ глядя, достань из мешка <b>правой рукой 2 Камня</b> и посмотри на них. После этого, так же НЕ глядя, достань <b>левой рукой любое число Камней</b>. {2mm}Проверка пройдена, если число <b>Синих Камней в левой руке больше числа Красных Камней  в правой руке</b>.{2mm} После этого сбрось все Камни из левой руки и верни в мешок все из правой.{2mm}{crypto_story_suffix};{check_reminder};storyline;8
0;Вызов интеллектуалу;crypto/book6.png;Этот том наверняка содержит уйму полезных сведений, вот только написан он таким заумным языком, будто автор, составляя его, злорадно хихикал: {quot}Ох, поломают головы исследователи над этим текстом!{quot}. Но перед острым умом настоящего ученого — если он, конечно, <i>настоящий</i> ученый, а не болтливый профан — дрогнет даже такая глыба гранита науки.;{crypto_story_begin} нужно сделать следующее: {2mm}Достань и сбрось из своего мешка <b>несколько Синих Камней</b>. Это число зависит от твоего Лимита Синих Камней:{1mm}* Лимит 3 и ниже — не можешь решить задачу.<br>* Лимит 4 — <b>3 Синих Камня</b><br>* Лимит 5 — <b>2 Синих Камня</b>.<br>* Лимит 6 и выше — <b>1 Синий Камень</b>.{2mm}{crypto_story_suffix2};;storyline;12
0;Карта приключений;crypto/salem_map_1692.jpg;В детстве вы любили такие карты-загадки — надо было прийти в первое место, отгадать загадку, получить косвенное указание на другое место, прийти туда, отгадать следующую загадку… Только что такая карта делает в серьезной библиотеке? Неужели шутка, розыгрыш? А может, и нет...;{crypto_story_begin} сделай следущее: {2mm}Нужно нарисовать на этом конверте читабельную карту Салема и отметить на ней все известные здания.{1mm}Извлечь содержимое конверта можно, если на нем <b>нарисована правильная карта игрового Салема</b>, и ты на ней можешь найти дом, в котором живешь.;;storyline;2
0;С миру по нитке;crypto/books2.png;У тебя в руках этнографическое исследование историка-энтузиаста. Хоть его выводы местами смахивают на статьи желтой прессы, все очень легко поддается проверке. Достаточно свести воедино общеизвестные факты, немного пораскинуть мозгами — и вуаля! Единственная проблема — этих общеизвестных фактов МНОГО!;{crypto_story_begin} нужно cделать следующее: {2mm}На обратной стороне конверта должны быть <b>написаны  названия всех штатов США</b> (их 48, Гавайи и Аляска штатами не являются). Любой персонаж может ознакомиться с содержимым конверта, если на нем уже написаны названия всех 48 штатов.{1mm}Кроме того, можно ознакомиться с содержимым, даже если написаны НЕ все названия — тогда нужно <b>потратить по 1 Синему Камню за каждые ПЯТЬ недостающих штатов</b>.;;storyline;2
0;На волне музыки;crypto/notes.png;Кто бы мог подумать, что в библиотеке ты наткнешься на малоизвестную {quot}Салемскую симфонию{quot} знаменитого композитора Джорджа Чедвика, уроженца этих мест! Шестым чувством ты понимаешь, что в его музыке могут быть скрыты ключи к тайнам здешних мест. Но чтобы их увидеть — нужно проникнуться этой музыкой, пропустить ее сквозь себя. ;{crypto_story_begin} сделать следующее: {2mm}Сходи и послушай музыку в местном <b>Баре</b> или <b>Кабаре</b>, возможно, это даст тебе пищу для раздумий над этой симфонией. {2mm}{crypto_story_suffix2};;storyline;2
0;Рукописи не горят;crypto/burn_manuscript.gif;Если судить по форме этой древней инкунабулы, ее спасли практически из огня. Возможно, она пострадала при пожаре, а возможно — ее тайком стащили с костра, где жгли еретические книги. Кто знает?;{crypto_story_begin} нужно найти способ достать содержимое конверта. {2mm}<b>Ты НЕ МОЖЕШЬ распечатать, разрезать, разорвать</b> или иным образом физически нарушить целостность этого конверта, <b>кроме как огнем</b>. Задача сохранения в читаемом виде информации внутри него целиком ложится на твои плечи.;;storyline;2
0;Старое письмо;crypto/letter1.png;Вроде бы страница дневника, рабочих записей или письма. Почерк совершенно ужасный. Но, видимо, ты можешь это прочесть, если постараться…;{crypto_story_begin} пройди Проверку: {2mm}<b>Достань</b> из своего мешка <b>3 Камня</b>. Если <b>все 3 Синие</b> — Проверка пройдена.{2mm}<b>При любом исходе</b> Проверки верни Камни обратно в мешок и <b>сбрось 1 Синий</b> Камень.{2mm}{crypto_story_suffix};{check_reminder};storyline;32
0;Шифр? О да!;crypto/newpaper4.png;А это что такое? Шифр? Да вы шутите?! Ну-ка, ну-ка… О да! Реально шифр, а не просто какая-то формула или неизвестный язык. Так что же? Попытаться прочитать? Вроде бы шифр не сложный, и, приложив немного мозгов, ты легко осилишь его...;{crypto_story_begin} пройди Проверку: {2mm}<b>Достань</b> из своего мешка <b>5 Камней</b>. Если среди них есть <b>хотя бы 2 Синих</b> — проверка пройдена.{2mm}<b>При любом исходе</b> Проверки <b>сбрось 2 Синих</b> Камня из числа вытащенных (если есть), верни остальные Камни обратно в мешок.{2mm}{crypto_story_suffix};{check_reminder};storyline;8
0;Старые страницы;crypto/crypto_scroll3.png;Страницы старые и пожелтевшие, буквы выцвели и читаются с трудом. А вода, когда-то попавшая на этот документ — оставила на нем несколько безобразных чернильных разводов. Хотя в принципе, ты, пожалуй, можешь напрячь глаза и голову и прочитать этот текст. Вопрос лишь в том, окупятся ли твои усилия и потраченное время!..;{crypto_story_begin} пройди Проверку: {2mm}<b>Достань</b> из своего мешка <b>5 Камней</b>. Если среди них есть <b>хотя бы 3 Синих</b> — проверка пройдена.{2mm}<b>При любом исходе</b> Проверки <b>сбрось 2 Синих</b> Камня из числа вытащенных (если есть), верни остальные Камни обратно в мешок.{2mm}{crypto_story_suffix};{check_reminder};storyline;16
0;Зловещая тайна;crypto/letter1.png;Ты словно бы чувствуешь, как человек, писавший этот текст, стоял на грани великого прозрения или перед лицом смертельного ужаса. Почерк стремительный, большая часть слов сокращена до безобразия, а буквы сливаются и не читаются… Что за тайна открылась твоему предшественнику? Ты обязан узнать это!..;{crypto_story_begin} пройди Проверку: {2mm}<b>Достань</b> из своего мешка <b>5 Камней</b>. Если среди них есть <b>хотя бы 6 (ШЕСТЬ, ты не ослышался) Синих</b> — Проверка пройдена.{2mm}<b>При любом исходе</b> Проверки <b>сбрось 1 Синий и ВСЕ Зеленые</b> Камни из числа вытащенных, верни остальные Камни обратно в мешок.{2mm}{crypto_story_suffix};{check_reminder};storyline;8
0;Толстая книга;crypto/book3.png;Просто толстая, хорошо сохранившаяся книга. Никаких сюрпризов и подводных камней, никаких сложностей — просто открывай и читай. Или погодите!.. Текст сохранился хорошо, но ухватить его смысл — не так просто, как кажется…;{crypto_story_begin} надо, чтобы выполнялось хоть что-то из перечисленного: {2mm}* В твоем мешке <b>есть хотя бы 4 Синих</b> Камня{2mm}* В твоем мешке <b>есть хотя бы 2 Синих</b> Камня и ты <b>куришь Сигару</b>{2mm}* Ты <b>сбрасываешь из мешка 1 Синий</b> Камень, напрягая остатки своих психических резервов;;storyline;10
0;Листок бумаги;crypto/newspaper3.png;Хм… выпавший листок бумаги угрожал затеряться среди других бумаг, в беспорядке валяющихся по всей библиотеке. Следует ли обратить внимание именно на него? И как быстро оценить, о чем он и интересно ли было бы прочитать его внимательно, или можно сразу откинуть в сторону?;{crypto_story_begin} надо, чтобы выполнялось хоть что-то из перечисленного: {2mm}* В твоем мешке <b>есть хотя бы 4 Синих</b> Камня{2mm}* В твоем мешке <b>есть хотя бы 2 Синих</b> Камня и ты <b>куришь Сигару</b>{2mm}* Ты <b>сбрасываешь из мешка 1 Синий</b> Камень, напрягая остатки своих психических резервов;;storyline;10
0;Дежавю;crypto/fields.png;Ты проходишь вдоль бесконечного ряда книг, и тебя накрывает ощущение дежавю. Время подобно спирали! Каждый новый виток — отличается от другого, и похож на него, как две капли воды…;<b>Уничтожь этот</b> конверт, и <b>возьми, НЕ выбирая, ОДИН другой конверт с Крипто-задачей</b>.{2mm}Сразу же <b>попытайся ее решить</b>.{2mm}Все <b>потраченные или потерянные</b> при решении этой, другой задачи, <b>Камни сразу же вернутся в твой мешок</b>, невзирая на успешность или провал решения Крипто-задачи.;;hazard;4
0;Пыль веков;crypto/old_book.png;Книга, которую ты берешь в руки, рассыпается в прах. Облако густой, едкой пыли разлетается во все стороны!.. Прах и тлен окружают тебя мириадом мельчайших частичек, заставляя схватиться за горло и закашляться…;<b>Уничтожь этот</b> конверт и <b>начинай кашлять и чихать</b>.{2mm}Ты обязан немедленно <b>покинуть библиотеку</b> и НЕ возвращаться сюда, пока не подышишь свежим воздухом и не выкуришь Сигару.{2mm}{OR}{2mm}У тебя <b>начнется Приступ Болезни</b>.;;hazard;4
0;Ум или усидчивость?;crypto/note_paper.png;Выписки из архивов и каких-то научных статей, по большей части не на английском. Месяцы уйдут на то, чтобы разбирать это со словарем. Кто подбирал все это? По какому принципу?;{crypto_story_begin} нужно проставить на этом конверте 5 своих подписей.{2mm}Для этого проходи следующую Проверку:{2mm}1. Достань из мешка любое число Камней от 4 до 8.{1mm}2. Раскрась вытащенные Желтые Камни, если они есть.{1mm}3. Если среди полученных Камней Синих меньше, чем Красных и Зеленых вместе — верни все камни в мешок, поставь 1 подпись, но Проверка провалена.{1mm}Если же Синих больше, чем Красных и Зеленых вместе — Проверка пройдена, поставь столько подписей, сколько Синих Камней вытащено.{1mm}После этого верни в мешок все Красные и столько же Синих, все Зеленые и столько же Синих, остальные Синие сбрось.{1mm}В этом случае (если тебе не хватает подписей) ты сразу можешь делать Проверку повторно.;{check_reminder};;8
0;Точный расчет;crypto/note_paper.png;В твоих руках толстая папка, из которой вываливаются листы машинописного текста и какие-то фотокопии. На первый взгляд, это исследование на тему морского фольклора разных стран. Кто бы мог подумать, что в штатах такие сентиментальные военно-морские силы. Листы перепутаны. Но где-то же должна быть инструкция, к тому, как это читать!;{crypto_story_begin} нужно пройти следующую Проверку:{2mm}Вытащи из мешка, не глядя, и положи на стол 5 Камней. После этого вытаскивай Камни из мешка по одному, не глядя, и клади на стол. Как только на столе оказывается больше 6 Камней — сбрось любые, чтобы осталось 6. Проверку можно завершить в любой момент. Проверка пройдена, если среди лежащих на столе Камней есть <b>3 Синих, 1 Красный и 1 Зеленый</b>. При любом исходе Проверки верни все Камни со стола в мешок.;{check_reminder};;8
0;Боевая машина;crypto/note_paper.png;Похоже на какое-то руководство по рукопашному бою. Знающий человек быстро бы разобрался.;{crypto_story_begin} нужно сбросить из своего мешка 7 Синих Камней.{2mm}Это число уменьшается на 1 за каждое из выполненных тобой условий:{1mm}1) ты умеешь делать Захват,{1mm}2) ты умеешь делать 4 и больше Блоков,{1mm}3) ты умеешь делать 3 и больше Уклонений,{1mm}4) твой Статусный Паритет 3 и выше,{1mm}5) у тебя есть способность Статусный Предмет.;;;8
0;Записка;crypto/note_paper.png;Пачка листов с какими-то отчетами. Кто-то использовал их повторно и делал записи на обороте. Можно бегло пролистать из любопытства. ;{crypto_story_begin} пройди Проверку: {2mm}<b>Достань</b> из своего мешка <b>2 Камня</b>. Если среди них есть <b>хотя бы 1 Синий И 1 Зеленый</b> — Проверка пройдена.{2mm}При успехе проверки верни Камни обратно в мешок.{2mm}<b>При Провале — сбрось ОБА Камня</b>, и <b>еще столько случайных</b> Камней из мешка, <b>сколько Красных Камней ты вытащил</b> при Проверке.{2mm}{2mm}{crypto_story_suffix};{check_reminder};storyline;8
0;Аналитическая записка;crypto/secret.jpg;Документ вырван из контекста. Тот, для кого предназначалась записка, явно не нуждался в особенных подробностях. Но можно постараться и достроить общую картину. ;{crypto_story_begin} пройди Проверку: {2mm}<b>Достань</b> из своего мешка <b>2 Камня</b>. Если среди них есть <b>хотя бы 2 Синих</b> — Проверка пройдена.{2mm}В любом случае <b>сбрось 1 Синий</b> Камень из числа вытащенных, верни оставшиеся в руке Камни обратно в мешок.{2mm}{crypto_story_suffix};{check_reminder};storyline;20
0;Для служебного пользования;crypto/secret.jpg;Что-то похожее ты уже читал в National Geographic. Только это явно расширенная версия. Придется посмотреть повнимательнее — в Пентагоне плохого не посоветуют!;{crypto_story_begin} пройди Проверку: {2mm}Сначала <b>сбрось из мешка 1 Зеленый</b> Камень, чтобы приступить к Проверке.{2mm}Потом <b>достань</b> из своего мешка <b>2 Камня</b>. Если среди них есть <b>хотя бы 1 Синий</b> — Проверка пройдена.{2mm}В любом случае <b>сбрось 1 Синий</b> Камень из числа вытащенных, верни оставшийся в руке Камень обратно в мешок.{2mm}{crypto_story_suffix};{check_reminder};storyline;16
0;Унылые отчеты;crypto/secret.jpg;Папка с эмблемой министерства здравоохранения. {quot}Комиссия по…{quot} Аааааапчхи! Черт. Пыльно тут. Ааапчхи!;{crypto_story_begin} пройди Проверку: {2mm}Сначала <b>сбрось из мешка 1 Зеленый</b> Камень, чтобы приступить к Проверке.{2mm}Потом <b>достань</b> из своего мешка <b>3 Камня</b>. Если среди них есть <b>хотя бы 1 Синий И 1 Зеленый</b> — Проверка пройдена.{2mm}В любом случае <b>сбрось 1 Синий и 1 Зеленый</b> Камни из числа вытащенных, верни оставшийся в руке Камень обратно в мешок.{2mm}{crypto_story_suffix};{check_reminder};storyline;16
0;Агентурная записка;crypto/secret.jpg;На обложке этой толстой папки стоит размашистая уверенная резолюция: {quot}Не представляет ценности. В архив. Генерал Кавендиш.{quot} Велик соблазн согласиться с генералом и поискать что-нибудь поинтереснее.;{crypto_story_begin} пройди Проверку: {2mm}Сначала <b>сбрось из мешка 1 Зеленый</b> Камень, чтобы приступить к Проверке.{2mm}Потом <b>достань</b> из своего мешка <b>2 Камня</b>. Если среди них есть <b>хотя бы 2 Синих</b> — Проверка пройдена.{2mm}Верни вытащенные Синие Камни обратно в мешок, сбрось вытащенные Зеленые и Красные.{2mm}{crypto_story_suffix};{check_reminder};storyline;16
0;Старые архивы;crypto/secret.jpg;Еще одна архивная папка. Почему-то очень не хочется заглядывать внутрь. Так выглядят конверты, в которых затаились плохие новости. Или счет, по которому с тебя вот-вот взыщут. ;{crypto_story_begin} пройди Проверку: {2mm}Сначала <b>сбрось из мешка 2 Зеленых</b> Камня, чтобы приступить к Проверке.{2mm}Потом <b>достань</b> из своего мешка <b>5 Камней</b>. Если среди них есть <b>хотя бы 2 Синих и 1 Зеленый</b> — Проверка пройдена.{2mm}В любом случае <b>сбрось все</b> вытащенные в ходе Проверки Камни.{2mm}{crypto_story_suffix};{check_reminder};storyline;16
0;Шифровка?;crypto/secret.jpg;Если они не хотят, чтобы мы это прочли, почему пускают в архив? Хорошо, что ты в детстве читал {quot}Основы криптоанализа{quot}. Систему будет найти легко…;{crypto_story_begin} пройди Проверку: {2mm}<b>Достань</b> из своего мешка <b>5 Камней</b>. Если среди них есть <b>хотя бы 5 Синих и\или Зеленых</b> и <b>представлены ОБА этих цвета</b> — Проверка пройдена.{2mm}В любом случае <b>сбрось 3 Камня</b> из числа вытащенных, верни оставшиеся обратно в мешок.{2mm}{crypto_story_suffix};{check_reminder};storyline;16
0;Только для ваших глаз;crypto/secret.jpg;Текст на иностранном языке. Кажется немецкий или шведский. Видно, что писавший сильно торопился: почерк неразборчивый, а в самом тексте полно неочевидных сокращений.;{crypto_story_begin} пройди Проверку: {2mm}<b>Достань</b> из своего мешка <b>3 Камня</b>. Если среди них есть <b>хотя бы 2 Синих</b> — Проверка пройдена.{2mm}В любом случае, <b>верни вытащенные</b> Камни обратно в мешок и <b>сбрось после этого 1 случайный</b> Камень из мешка.{2mm}{crypto_story_suffix};{check_reminder};storyline;16
0;Класс С;crypto/secret.jpg;Каждое предложение приходится перечитывать по несколько раз, чтобы запомнить, словно ты читаешь Гегеля с сильного похмелья. Что это? Автономный военный гипноз или просто кому-то не хватает писательского таланта?;{crypto_story_begin} пройди Проверку: {2mm}Сначала <b>сбрось из мешка 1 Зеленый</b> Камень, чтобы приступить к Проверке.{2mm}<b>Достань</b> из своего мешка <b>5 Камней</b>. Если среди них есть <b>хотя бы 2 Синих и 2 Зеленых</b> — Проверка пройдена.{2mm}В любом случае <b>сбрось 1 Синий и 1 Зеленый</b> Камни из числа вытащенных, верни оставшиеся в руке Камни обратно в мешок.{2mm}{crypto_story_suffix};{check_reminder};storyline;16
0;Секретные материалы;crypto/top_secret.jpg;Совершенно секретный отчет. К тому же зашифрованный. Впрочем, за последние 20 лет военные криптографы, похоже, ничего нового не придумали. ;{crypto_story_begin} пройди Проверку: {2mm}Сначала <b>сбрось из мешка 1 Зеленый и 1 Синий</b> Камень, чтобы приступить к Проверке.{2mm}Потом <b>достань</b> из своего мешка <b>4 Камня</b>. Если среди них есть <b>хотя бы 4 Синих ИЛИ 4 Зеленых</b> — Проверка пройдена.{2mm}В любом случае <b>сбрось 2 Камня</b> из числа вытащенных, верни оставшиеся в руке Камни обратно в мешок.{2mm}{crypto_story_suffix};{check_reminder};storyline;12
0;Совершенно секретно;crypto/top_secret.jpg;Тонкая папка. Совершенно секретно, лучшее, что вы сможете сделать — застрелиться перед прочтением. Ничего не понятно, только столбцы цифр. Но, раз у тебя есть доступ к этому документу, значит есть и доступ к дешифровальной машине. Или нет?..;{crypto_story_begin} пройди Проверку: {2mm}Сначала <b>сбрось из мешка 1 Зеленый и 1 Синий</b> Камень, чтобы приступить к Проверке.{2mm}Потом <b>достань</b> из своего мешка <b>5 Камней</b>. Если среди них есть <b>хотя бы 4 Синих</b> — Проверка пройдена.{2mm}В любом случае <b>сбрось 2 Синих</b> Камня из числа вытащенных, верни оставшиеся в руке Камни обратно в мешок.{2mm}{crypto_story_suffix};{check_reminder};storyline;12
0;Доступ Ультра;crypto/top_secret.jpg;Совершенно секретно. Особой важности. Сухая казенная формулировка означает, что даже держать эту папку в руках без соответствующего уровня допуска — уже преступление. Внутри убийственный шифр, который не расколоть без дешифровальнйо машины. Лучше аккуратно вернуть ее на место прямо сейчас, тихонько выйти и навсегда покинуть страну.;{crypto_story_begin} пройди Проверку: {2mm}Сначала <b>сбрось из мешка 1 Зеленый и 1 Синий</b> Камень, чтобы приступить к Проверке.{2mm}Потом <b>достань</b> из своего мешка <b>5 Камней</b>. Если среди них есть <b>хотя бы 5 Синих и 1 Зеленый</b> — Проверка пройдена.{2mm}В любом случае <b>сбрось 3</b> Камня из числа вытащенных, верни оставшиеся в руке Камни обратно в мешок.{2mm}{crypto_story_suffix};{check_reminder};storyline;12
3;Осколки технологий;crypto/top_secret.gif;Затопленные подземные лаборатории в катакомбах под Салемом таят немало осколков прежних технологий. Запретных и очень опасных технологий.;Конверт ПОКА НЕ выразим (храни его в книжке).{1mm}Он станет выразим, когда ты прочитаешь хотя бы один крипто-документ с грифом «SECRET» или «TOP SECRET»<hr/>{science_game};{check_reminder};storyline;
3;Осколки технологий;crypto/top_secret.gif;Затопленные подземные лаборатории в катакомбах под Салемом таят немало осколков прежних технологий. Запретных и очень опасных технологий.;Конверт ПОКА НЕ выразим (храни его в книжке).{1mm}Он станет выразим, когда ты восстановишь хотя бы одно Забытое Воспоминание, или станешь свидетелем чужого<hr/>{science_game};{check_reminder};storyline;
3;Осколки технологий;crypto/top_secret.gif;Затопленные подземные лаборатории в катакомбах под Салемом таят немало осколков прежних технологий. Запретных и очень опасных технологий.;Конверт ПОКА НЕ выразим (храни его в книжке).{1mm}Он станет выразим, когда ты потратишь 9 Синих Камней<hr/>{science_game};{check_reminder};storyline;
3;Осколки технологий;crypto/top_secret.gif;Затопленные подземные лаборатории в катакомбах под Салемом таят немало осколков прежних технологий. Запретных и очень опасных технологий.;Конверт ПОКА НЕ выразим (храни его в книжке).{1mm}Он станет выразим, когда ты потратишь 9 Красных Камней<hr/>{science_game};{check_reminder};storyline;
3;Осколки технологий;crypto/top_secret.gif;Затопленные подземные лаборатории в катакомбах под Салемом таят немало осколков прежних технологий. Запретных и очень опасных технологий.;Конверт ПОКА НЕ выразим (храни его в книжке).{1mm}Он станет выразим, когда ты потратишь 9 Зеленых Камней <hr/>{science_game};{check_reminder};storyline;
3;Осколки технологий;crypto/top_secret.gif;Затопленные подземные лаборатории в катакомбах под Салемом таят немало осколков прежних технологий. Запретных и очень опасных технологий.;Конверт ПОКА НЕ выразим (храни его в книжке).{1mm}Он станет выразим, когда ты потратишь Желтый Камень<hr/>{science_game};{check_reminder};storyline;
3;Осколки технологий;crypto/top_secret.gif;Затопленные подземные лаборатории в катакомбах под Салемом таят немало осколков прежних технологий. Запретных и очень опасных технологий.;Конверт ПОКА НЕ выразим (храни его в книжке).{1mm}Он станет выразим, когда ты поговоришь с Фоссетом и признаешь его правоту или публично выразишь несогласие<hr/>{science_game};{check_reminder};storyline;
