print;display_type;price;name;trinket_flavor;trinket_tech;2print
0;risk;;;Звук повторился — и мы ускорили шаги. Определенно, какие-то животные выжили в подземных лабораториях, и теперь, ориентируясь по звуку, мы могли не блуждать лишнего, а сразу придти в нужное нам место. Мы последний раз повернули, и тут я выругался. Глаза горели в темноте, и рабочие поудобнее перехватили обрезки труб. Коты! Чертовы коты! ВСЕ коты служат Лорду Протектору, и эти твари видели нас! С мряканьем твари пустились наутек, а мы бросились за ними...;<hr/><b>Камней достать:  4 | Очков набрать:  4</b>{1mm}{plus} ЗА {gem_red} {gem_green} | {zero} ЗА  {gem_blue}{2mm}{plus}{plus} ЗА {gem_yellow} | ПРОВАЛ ЗА {gem_black}<hr/><b>Последствия: </b> сообщите мастерам, в каком доме вы играли в эту ситуацию — попросите передать это Лорду Протектору. Если вы сыграете еще хотя бы одну ситуацию — сообщите так же и имя текущего Помощника. ;
0;risk;;;Нам показалось, что в заброшенных поузатопленных штольнях кто-то есть. Тихая музыка и зовущий на помощь девичий голос явно слышался где-то за поворотом. К моменту, когда стало ясно, что нас посетила необъяснимая слуховая галлюцинания, мы безнадежно заблудились. С тихим смехом голос оборвался... Теперь придется напрячь мозги, не поддаваться панике и вспоминать, как мы сюда забрели и где выход...;<hr/><b>Камней достать:  3 | Очков набрать:  2</b>{1mm}{plus} ЗА {gem_blue} {gem_green} | {minus} ЗА {gem_red}{2mm}{plus}{plus} ЗА {gem_yellow} | ПРОВАЛ ЗА {gem_black}<hr/><b>Последствия: </b> Помощник на короткое время оторвался от группы и окончательно потерялся.<br/>Он НЕМЕДЛЕННО поднимает руки над головой и, НИ с кем НЕ взаимодействуя, уходит к реке — там он и вылезет из подземных катакомб.;
0;risk;;;Станки сборочного цеха были поистине огромных, великанских размеров. Тем более поразительно, что нашлась сила, способная размолотить их в щепки. Но не все… Миг, заработали генераторы — и несколько неуправляемых машин пришли в движение. Зазевавшегося рабочего в одночасье нанизало на заостренный штырь и начало затягивать внутрь какого-то механизма. Остальные же словно застыли в оцепенении в опасной близости от движущихся лент и прессов! Нужно спасаться и сейчас я должен вывести товарищей из ступора!..;<hr/><b>Камней достать:  1 | Очков набрать:  1</b>{1mm}{plus} ЗА {gem_red} {gem_green} | {minus} ЗА  {gem_blue}{2mm}{plus}{plus} ЗА {gem_yellow} | ПРОВАЛ ЗА {gem_black}<hr/><b>Последствия: </b> шокированные кровавым зрелищем, каждый из участников экспедиции теряет 1 Камень из тех, которых у него больше всего.;
0;risk;;;Цех, где собирали «Свободу», был изрядно разрушен… Чтобы разъвеять гнетущую обстановку, один из рабочих потянул какой-то рычаг на огромной фигуре сборочного станка — и в тот же момент машины дернулись, обрушив на нас и остатки корабельных конструкций град камней и металлической арматуры. Неосторожного мужика мгновенно нанизало, как на вертел, кровь хлынула во все стороны. Я же решительно подхватил балку, пытаясь сдержать рушащиеся своды и давая остальным время покинуть опасное место...;<hr/><b>Камней достать:  2 | Очков набрать:  2</b>{1mm}{plus} ЗА {gem_green} | {zero} ЗА  {gem_blue}  {gem_red}{2mm}{plus}{plus} ЗА {gem_yellow} | ПРОВАЛ ЗА {gem_black}<hr/><b>Последствия: </b> камни и металлическая арматура обрушились на наши головы. Герой — Избит, Помощник — Ранен.;
0;risk;;;Мужик продолжал сдавленно хрипеть, выплевывая кровь. Мы в отчаяние отступили — даже с помощью импровизированного рычага у нас не получилось сдвинуть с места груду камней, придавившую несчастного. Шансов у него, впрочем, явно не было — металлическая арматура пронзила Сэмми сразу в нескольких местах. Лорд Протектор, будь он проклят, обещал победить смерть — но пока не больно-то преуспел в этом. Мы ничем не могли помочь нашему товарищу, и нужно было убедить остальных двигаться дальше...;<hr/><b>Камней достать:  3 | Очков набрать:  5</b>{1mm}{plus}{plus} ЗА {gem_green} | {plus} ЗА  {gem_blue} | {minus} ЗА {gem_red}{2mm}{plus}{plus} ЗА {gem_yellow} | ПРОВАЛ ЗА {gem_black}<hr/><b>Последствия: </b> каждый участник экспедиции сбрасывает Красный или Зеленый Камень из мешка, по выбору.<br/>Мы потеряли много времени — разрывается одна карточка Риска.;
0;risk;;;Выход из помещения был перекрыт огромным камнем — исполинскому суперлинкору Худ хватило одного удара, чтобы обрушить эту часть подземного комплекса. Не могло быть и речи, чтобы нашими силами сдвинуть этот булыжник. Лорд Протектор наверняка убежден, что никто не спускается в эти подземелья, и НИКТО не сможет бросить ему вызов. А вот это мы еще увидим! Вперед, мужики, время включить голову и поискать другой путь...;<hr/><b>Камней достать:  3 | Очков набрать: 3</b>{1mm}{plus} ЗА {gem_blue} | {zero} ЗА  {gem_green}  {gem_red}{2mm}{plus}{plus} ЗА {gem_yellow} | ПРОВАЛ ЗА {gem_black}<hr/><b>Последствия: </b> после бессмысленных блужданий вся группа вышла на свет — и оказалась на Поле Бейли. Идите туда (вне игры) — после этого разрешается вернуться обратно (уже в игре, по территории Салема) и продолжить.;
0;risk;;;Шедший впереди рабочий дернулся от удара и осел на землю. Мы замерли. В этом помещении раньше находились вольеры для животных, и система безопасности еще работала, бдительно наблюдая за движениями вне разрешенной зоны. Рабочие переглянулись. Никто не хотел идти дальше. Вздохнув, я вооружился заостренным металлическим штырем и попытался аккуратно достать и сбить сенсор системы безопасности...;<hr/><b>Камней достать:  2 | Очков набрать:  3</b>{1mm}{plus} ЗА {gem_blue} {gem_green} | {zero} ЗА {gem_red}{2mm}{plus}{plus} ЗА {gem_yellow} | ПРОВАЛ ЗА {gem_black}<hr/><b>Последствия: </b> в Героя и Помощника полетели дротики с транквилизатором. Тот из них, у кого Длина Серии (это на странице со стрельбой) 5 или выше — сумел избежать попаданий, а тот, у кого меньше — отрубился и валяется  парализованным 15 минут.;
0;risk;;;Черная тень перекрыла свет в конце туннеля, а потом в темноте вспыхнуло ОНО — Лучезарная Дельта, Всевидящее Око, венчающее вершину пирамиды. Глаз уставился прямо на меня, не предвещая ничего хорошего. Всё это, конечно, было лишь частью моего гипнотического транса — но НИКТО из людей не может справиться с такой силой в честном бою! Метнув в Око заостренный стержень своей воли, я напряг свой разум: пора было ускользнуть из транса, обманув эту ужасную силу.;<hr/><b>Камней достать:  3 | Очков набрать:  5</b>{1mm}{plus}{plus} ЗА {gem_blue} | {plus} ЗА  {gem_green} | {zero} ЗА {gem_red}{2mm}{plus}{plus} ЗА {gem_yellow} | ПРОВАЛ ЗА {gem_black}<hr/><b>Последствия: </b> Герой немедленно достаёт и читает одно своё Забытое Воспоминание. После этого он бессрочно впадает в Императивное Поведение: Безумие и не может более осмысленно участвовать в экспедиции.;
0;risk;;;Доброволец бился в конвульсиях, и надо было срочно дать ему противоядие. Как назло, в аптечке нашлось лишь две подходящих пипюли: красная и синяя. Выбор — хуже не придумаешь. Но мне нужно его принять. Итак: красная, синяя или пусть помирает?;<hr/>Если эта карточка вытянута Героем, то она и ДОЛЖНА быть сыграна.{1mm}Здесь нет Камней, Герой просто выбирает: Красная, Синяя или Отказ, после чего наступают Последствия.<hr/><b>Последствия-Красная: </b>Герой получает 9 Красных Камней, клейте марку. Герой ОБЯЗАН в ближайшее время сделать Шаг Пропаганды ЗА Алого Короля.{1mm}<b>Последствия-Синяя: </b>Герой получает 9 Синих Камней, клейте марку. Герой обязан в ближайшее время сделать Шаг Пропаганды ЗА Лорда Фоссета.{1mm}<b>Последствия-Отказ: </b>Герой теряет 3 Синих и 3 Красных Камня, марка в этот раз НЕ клеется.;
0;risk;;;— То есть, ты бы трахнул Змеедеву? — один из рабочих продолжал подначивать другого. — А ты бы — кота бы трахнул! — огрызнулся второй. Интересно, а кого бы поддержал я в этом споре? Трахнул бы я Змеедеву? Завел бы кота? Или нахрен такой выбор?;<hr/>Здесь нет Камней, Герой просто выбирает: Коты, Змеедевы или Отказ, после чего наступают Последствия.<hr/><b>Последствия-Коты: </b>клейте марку. В следующей Ситуации, КАЖДЫЙ, у кого есть в мешке Синий Камень, должен накинуть 1 случайный Камень в ситуацию ПОСЛЕ Героя и ДО Помощника.{1mm}<b>Последствия-Змеи: </b>клейте марку. В следующей Ситуации, КАЖДЫЙ, у кого есть в мешке Красный Камень, должен накинуть 1 случайный Камень в ситуацию ПОСЛЕ Героя и ДО Помощника.{1mm}<b>Последствия-Отказ: </b>марка НЕ клеется, в следующий раз берется НЕ ДВЕ карточки Риска, а ОДНА, без выбора, и именно она играется.;
0;risk;;;Рабочие в затопленном помещении продолжали отчаянно стучать по трубе, умоляя спасти их. Мы судорожно сжимали кулаки. Попытка спасения была риском для каждого из нас — спасая обреченных, мы рисковали другими рабочими. Но если сейчас пожертвовать беднягами — в следующий раз у нас может уже не быть морального выбора...;<hr/>Здесь решение Спасать или НЕ спасать принимается <b>моделью Голосования</b> (любой желающий может накинуть голос за выбранный им вариант, потратив из мешка Синий+Красный).{1mm}После того, как хотя бы одним голосом выбран вариант — наступают Последствия.<hr/><b>Последствия-НЕ спасать: </b>клеим марку, но в следующий раз берется НЕ ДВЕ карточки Риска, а ОДНА, без выбора.{1mm}<b>Последствия-Спасать: </b> клеим марку, но должны уничтожить\разорвать еще ДВЕ марки.;
