print;level_name;image;level_text;difficulty1;solve_name1;solve_text1;difficulty2;solve_name2;solve_text2;success;s_effect;failure;f_effect;—
1;Гипнотический комплекс 4;top_secret.gif;Визуализатор Бессознательного — одна из основных машин в гипнокомплексе, а работать с ней обычно интереснее и сложнее всего. Сегодня все хотели быть операторами Визуализатора, но жребий пал на <i>[персонажа]</i>. Он сел за монитор, нацепил на себя гипношлем и запустил автомат. Вдруг что-то пошло не так — Визуализатор начал демонстрировать хаотический калейдоскоп образов. Господин, одетый по моде XVII века, о чем-то спорит с пуританским пастором. Два пиратских капитана сверлят друг друга взглядами в баре. Человек танцует под проливным дождем. Джордж Вашингтон награждает бравого офицера американской армии. <i>[Персонаж]</i> лично пожимает руку индейскому вождю Метакомету. Человек на кладбище наблюдает за похоронной процессией.  {2mm}Это явно нештатное поведение Визуализатора, и это может грозить безумием нашему товарищу! Что же делать? Попытаться достучаться до его чувств и привести его в себя, или не поддаваться панике, спокойно сесть за соседние терминалы и откалибровать работу машины?;5;Привести в себя;{plus} за {gem_red} {gem_green}<br>{zero} за {gem_blue};7;Настроить визуализатор;{plus}{plus} за {gem_blue}<br>{plus} за {gem_green}<br>{minus} за {gem_red};Разум нашего товарища был спасен нашими своевременными и умелыми действиями. А вскоре мы нашли и причину неисправности — убитый разрядом тока жук лежал, замкнув собой несколько дорожек на электронной плате. Устранив баг, мы приступили к работе и добились неплохих результатов.;Игроки получают успех в Гипнотическом комплексе.;Мы бестолково суетились, мешая друг другу и ничего не добиваясь, картинки на экране сменялись все быстрее и быстрее, а взгляд нашего друга становился все безумнее. Наконец, в машине что-то хлопнуло, потянуло горелым, а <i>[персонаж]</i> встал, стянул с себя шлем и обратился к нам...;Отведи Героя в сторону. Он впал в подобие транса:{1mm}* пусть вспоминает и <b>проговаривает истории из Гипноза вслух,</b> как будто проживает их прямо сейчас{1mm}* Проверка <b>{quot}Очнись!{quot} мгновенно выведет его из этого состояния</b>{1mm}* <b>на другие вещи он НЕ реагирует,</b> пока НЕ закончится время работ;
1;Гипнотический комплекс 5;top_secret.gif;В этот раз мы тестировали особую конфигурацию оборудования, которая по замыслу должна делать человека более восприимчивым к гипнопрактикам. Беда в том, что эксперимент существенно отклонился от изученной области, и теоретические расчеты давали просто чудовищную погрешность, и точные цифры мог дать только опыт на живом человеке. Слепой жребий определил, что этим человеком должен стать <i>[персонаж]</i>. Он должен добровольно или под нашим давлением оказаться подключен к оборудованию. Ради его же блага, и блага науки! Или мы может отказаться от эксперимента. Что же мы решим?;0;Герой подключен;Автопровал без  эффектов.;0;Отказываемся;Игроки получают успех. На Героя накладывают последствия.;Наука, как и искусство, может требовать жертв. Иногда в жертву науке приносится этика и человечность. Как бы то ни было, у нас был подопытный, эксперимент был проведен, и нужные данные получены.;Игроки получают успех в Гипнотическом комплексе.{2mm}Отведи Героя в сторону. У него возникло маниакальное, неудежимое желание — <b>в ближайшее время сделать что-то из списка:</b>{1mm}* <b>совершить Шок-действие</b> со страницы Пропаганды{1mm}* <b>пойти на Сеанс Гипноза, посетив там Кладбище</b>{1mm}* <b>ударить каждого из присутствующих</b>{2mm}Герой <b>либо выбирает его сам,</b> из списка по своему выбору, <b>либо может попытаться пройти Проверку</b> {quot}Сопротивление Гипнозу{quot}:{1mm}* <b>При успехе</b> — он справится с собой и <b>желания не возникнет</b>{1mm}* <b>При провале</b> — маниакальное <b>желание выберет для него мастер</b>;Свой выбор каждый делает сам, и свой вывод тоже. Как бы то ни было, экспериментальное тестирование не было проведено. На нет и суда нет.;Игроки НЕ получают успех в гипнотическом комплексе.;
0;Баллистич. комплекс 1;top_secret.gif;Подготовка к тестированию принципиально новой пороховой смеси шла полным ходом. Специалисты по баллистике выгружали мешки со странными этикетками, но вдруг <i>[персонаж]</i> заметил, что часть мешков отчетливо сырые. Увы, грузчики разгрузили ценнейшие реагенты прямо на пол пещеры, и какая-то жидкость коснулась их. Испытания встали под угрозу. Предстоял нелегкий выбор. Решительно отказаться от всего пороха и придумать новую смесь из того, что есть на складе. Или всем вместе сесть и, сдерживая нетерпение, перебрать все мешки буквально по крупице, в надежде набрать нужное количество пороха?;4;Выкинуть все;{plus}  за {gem_green}  {gem_blue}  <br/>{minus}  за {gem_red}<br/>{minus} за каждый {gem_green} БЕЗ парного {gem_blue} (и наоборот);6;Осмотреть и отобрать;{plus}  за {gem_red} {gem_blue} <br/>{zero}  за {gem_green} ;Мы, скрепя сердце взялись за дело. Порох оказался сырым почти весь, но нам удалось придумать новую смесь, еще лучше старой, да к тому же экономящей порох. Прекрасная работа!;Игроки получают успех в Баллистическом комплексе;Мы потратили немало времени на отбор пороха, и <i>[персонаж]</i>, торопивший нас болеее всех, немедленно пожелал провести испытания сам. Смесь была готова и наш коллега, в духе старых вестернов вышел на испытание. Мы как могли отговаривали Героя, но он был непреклонен. С оглушительным грохотом револьвер в его руке взорвался, окутывая <i>[персонажа]</i> зеленоватым дымом. Мы поспешили на помощь. Наш коллега контуженно мотал головой, но по счастью, кровоточащие царапины на его лице оказались неглубокими.;Отведи Героя в сторону. Контузия затронула память. Пусть выберет самое значимое воспоминание о прошедшем дне, запишет его и уберет в {quot} забытые воспоминания{quot} . ;
0;Баллистич. комплекс 2;top_secret.gif;В новом баллистическом комплексе буквально недавно провели освещение. Теперь стало понятно, почему выбрали эти коридоры. Прекрасное место, только вот все стены покрыты индейскими пиктограммами охотников и стрелков. Мы потратили немного времени, изучая картинки. Много сюжетов повторялись. Вот индейцы охотятся на какое-то животное, похожее на огромного слизня с десятком голов. (Мы предположили, что художнику не очень удался бизон). А вот охотники жгут на костре женщин и стариков. (Должно быть это ритуальный хоровод, но наше обостренное восприятие сегодня стало каким-то особенно жестоким и агрессивным). Мы вернулись к испытаниям, продолжая шутить  жестокие шутки о мастерстве индейских живописцев.  Работа то и дело вставала, потому что специалисты по баллистике отвлекались на картинки.  <i>[Персонаж]</i> предложил потратить немного времени и всем вместе закрасить их. Или лучше предпринять волевое усилие, не думать о рисунках и сосредоточиться на испытаниях?;4;Закрасить;{plus}  за {gem_red}  <br>{zero}  за {gem_blue}  {gem_green} ;3;Сосредоточиться;{plus}  за {gem_green} <br/>{zero}  за {gem_red} <br>{minus}  за {gem_blue} ;Теперь, когда картинки перестали нам мешать, мы смогли по достоинству оценить новый баллистический комплекс. Прекрасно-прекрасно. Работа прошла как нелья лучше.;Игроки получают успех в Баллистическом комплексе;Пиктограммы охотников полностью завладели нашим вниманием. Мы разглядывали их полностью бросив работу. Кажется, или свет в комплексе предательски замигал. Нас охватила ярость — враги добрались до нас, каждый из нас остался один. Пришло время дать врагам последний бой!;Объяви всей группе, что они находятся под императивным поведением. И прямо сейчас у них есть 15 секунд, что бы подготовитсья к перестрелке. Каждый полагает всех остальных злейшими врагами и старается их уничтожить. Императивное поведение закончится, когда все, кроме одного, будут {quot} избиты{quot}  или {quot} ранены{quot} . У Героя не  работает ни одна из способностей позволяющее отменить попадание из огнестрельного оружия.;
0;Баллистич. комплекс 3;top_secret.gif;Мы старательно работали при испытании нового ствола, но процесс все время вставал из-за огромной пушки, которую тестировали инженеры. Махину построил какой-то энтузиаст, для этого он даже пробурил в стене пещеры шахту для ствола мегалитической конструкции. Мы посмеивались, но скоро стало не до шуток. Оглушающие выстрелы серьезно мешали работать. Наконец, <i>[персонаж]</i> решительно встал и пошел к инженерам. {quot} Милейшие, извольте прекратить это внештаное испытание!{quot} . Однако инженеры и не подумали прекратить работу. А тот самый энтузиаст уже шел к нашему товарищу, закатывая рукава. Отчетливо пришла пора вмешаться? Но как лучше: выскочить вперед с револьверами и решительно прикрикнуть на рабочих, или же проявить внимание и чуткость и попробовать разбудить совесть у этих инженеров из народа. Кто-то даже предложил сунуть им бутылку дя облегчения понимания. Хорошая идея?;5;Угрожать;{plus}{plus}  за выстрелы в воздух<br>{plus}  за {gem_green} <br>{zero}  за {gem_blue}  <br> {minus}  за {gem_red} ;5;Тронуть;{plus}  за {gem_red} {gem_blue} <br/>{minus}  за {gem_green} <br/>{minus}{minus}  за бутылку;Инженеры вняли нашим словам, успокоились. Мы, в качестве признательности, осмотрели их пушку. {quot} Милейшие, а это что?{quot}  — спросил <i>[персонаж]</i> строго. Мы поспешили к нему и увидели, что в полых снярядах лежат копии наших черновиков. Пахет шпионажем. Как удачно, что мы обнаружили это сейчас. Теперь мы успеем все переделать.;Игроки получают успех в Гипнотичском комплексе;Увы, наши слова никак не повлияли на инженеров. Слова становились все резче. Пришлось пустить вперед кулаки.  <i>[персонаж]</i>  влез в самую гущу драки, и мы могли только пробиваться к нему. К моменту, как все горячие головы были остужены, наш товарищ лежал в луже крови. Мерзавцы были вооружены, и кто-то пустил ему пулю в общей свалке. Пришлось забросить работу и тащить коллегу в лазарет.;Отведи Героя в сторону. Он ранен.;
1;Эксперимент. комплекс 1;top_secret.gif;В экспериментальном комплексе собрано самое сложное оборудование. А также старые машины, о поломке которых уже не придется отчитываться. Так что можно позволить себе любые переделки. И вот сейчас в нашем экспериментальном комплексе собралась всякая рухлядь. Особенное внимание привлекала {quot}машина помощник{quot}  с красной лентой {quot}НЕ ВКЛЮЧАТЬ{quot} . Это устройство в свое время было в каждой лаборатории, но теперь оно перенесено в запасники. Никто уже не помнит, почему. Хотя пожилые работники лаборатории всё время ностальгически отзываются об этом устройстве как о незаменимом помощнике.  Мы перестали разглядывать всякое старье и прешли к экспериментальной линии, на которой нам предстояло соединить вместе результаты нашей работы. Мы ломали головы, кофе из запасников подходило к концу, а результат так и оставался сомнительным. Предстояло сломать трудный интеллектуальный барьер. Важно было не давать себе спуску, не жалеть себя. Но и не торопиться — излишнаяя порывистость могла погубить все дело. Только чистый разум мог собрать все части головоломки вместе. <i>[Персонаж]</i> предложил нам даже использовать {quot}машину помощника{quot}. Вот только незадача — никто из нас не умел ей пользоваться, кроме нескольких старых лаборантов, не имевших должного уровня допуска. Мы конечно можем махнуть на это рукой и пустить их в секретное помещение на время наладочных работ. Или можно не рисковать и делать всё самим.;9;Делаем сами;{plus} за {gem_blue}<br/>{zero} за {gem_green}<br>{minus} за {gem_red} ;3;Допустить стариков;Наклей 2 марки в шпионские зоны на Проекты по своему выбору<br/>{plus} за {gem_blue}   <br/>{zero} за {gem_green}<br/>{minus} за {gem_red} ;Задача выглядит такой простой, когда решена! Мы поздравляли друг друга. Самая трудная часть работы была окончена.;Игроки получают успех в Экспериментальном комплексе.;Черт, никак не получается понять, что не так. Не сходится этот пазл. Хочется лезть на стенку от усталости. Мы понимаем, что сил не осталось. Кажется, пора сворачиваться, на воздух, проветрить головы.;Теперь можно сыграть только {quot}Оформление проектов{quot}.;
1;Эксперимент. комплекс 2;top_secret.gif;В экспериментальном комплексе собрано самое сложное оборудование. А также старые машины, о поломке которых уже не придется отчитываться. Так что можно позволить себе любые переделки. И вот сейчас в нашем экспериментальном комплексе собралась всякая рухлядь. Особенное внимание привлекала {quot}машина помощник{quot}  с красной лентой {quot}НЕ ВКЛЮЧАТЬ{quot}. Это устройство в свое время было в каждой лаборатории, но теперь оно перенесено в запасники. Никто уже не помнит, почему. Хотя пожилые работники лаборатории всё время ностальгически отзываются об этом устройстве, как о незаменимом помошнике.  Но мы загляделись на старые машины, а нас ждала работа. {quot}Тени! Взгляните на ТЕНИ!{quot}  — раздался истошный крик <i>[персонажа]</i> . По стенам, полу и даже сводчатому потолку нас окружали антропоморфные тени. Сомнений не было — это враги. Мы вытащили всё оружие, которое у нас было, приготовившись к драке. {quot}Нет, только воля, только решимость, пулями мы только пораним друг друга!{quot}  — крикнул кто-то. {quot}Давайте хоть попробуем!{quot}  — крикул другой. {quot}Нужно звать на помощь весь персонал, и плевать, если у кого-то нет доступа!{quot}  — перекладывая поудобнее в руку корпус фонаря, крикнул <i>[персонаж]</i>. Бьемся ли мы сами? Или зовем на помощь всех сотрудников?;10;Бьёмся сами;{plus}  за {gem_green}  <br/>{zero} за {gem_red} {gem_blue} <br/>{minus}{minus} за стрельбу;3;Зовем на помощь;Наклей 2 марки в шпионские зоны на Проекты по своему выбору<br/>{plus} за {gem_green}   <br/>{zero} за {gem_red} {gem_blue}<br/>{minus}{minus} за стрельбу;Битва с тенями была поистие изматывающей. Оказалось, что удары мало напоминают хороший хук, они скорее выпивали из нас волю, превращая в послушных рабов. Но воля загадочный объект,  вот кажется, ты почти сдался. а в следующий момент находишь в себе силы встать. Мы крепились и скоро обнаружили, что удары даются теням все сложнее. Наш враг отсупил во мрак коридоров, а мы, окрыленные победой смогли завершить работу.;Игроки получают успех в Экспериментальном комплексе.;Тени метались в лучах фонариков. Звучали выстрелы, которые только рикошетили от старого оборудования. Каждый раз, как тень касалась одного из нас, он заторможенно падал на колени и замирал в странном анабиозе. Но вот тени были почти побеждены, когда одна из них схватила <i>[персонажа]</i> за голову и начала лающим голосом наговаривать ему непонятные слова...;Скажи Герою, что на него прямо сейчас <b>оказывает воздействие Пропаганда САМОЙ враждебной</b> ему страны. Начни считать до 30. У Героя есть <b>15 секунд, чтобы защититься самому,</b> и у его друзей есть <b>30 секунд, чтобы {quot}очнуть{quot} его</b> — после этого установка будет закреплена.;
1;Эксперимент. комплекс 3;top_secret.gif;В экспериментальном комплексе собрано самое сложное оборудование. А также старые машины, о поломке которых уже не придется отчитываться. Так что можно позволить себе любые переделки. И вот сейчас в нашем экспериментальном комплексе собралась всякая рухлядь. Особенное внимание привлекала {quot}машина помощник{quot}  с красной лентой {quot}НЕ ВКЛЮЧАТЬ{quot}. Это устройство в свое время было в каждой лаборатории, но теперь оно перенесено в запасники. Никто уже не помнит, почему. Хотя пожилые работники лаборатории все время ностальгически отзываются об этом устрйостве как о незаменимом помощнике. От рассматривания старых машин нас отвлекли рабочие. Они сгружали нам на гидравлическом подъемнике огромный ящик с новым монолитным станком. Он был выполнен по нашим чертежам, и, увы, был невероятно тяжелым. Чтобы его передвинуть, нам надо было проявить равную слаженность, инжереные знания и немалую силу воли. Перекос в любую сторону грозил крахом.<br/>— Давайте вызовем всех сотрудников,  — предложил <i>[персонаж]</i>. — Все будет полегче тащить такую махину.<br/>— У половины из них нет доступа в это помещение, и это не просто так, — возразил ему начальник охраны. — Секретность, сами понимаете.<br/>— Так они будут под присмотром, чёрт побери, — упирался <i>[персонаж]</i>.<br/>Так что? Тащить самим? Или позвать весь персонал?;9;Тащим сами;{plus} за {gem_blue} {gem_green} {gem_red}<br/>{minus}{minus}  за КАЖДУЮ пару цветов, в которой не совпало количество Камней;5;Зовём персонал;Наклей 2 марки в шпионские зоны на Проекты по своему выбору<br/>{plus} за {gem_blue} {gem_green} {gem_red} ;Эта штука весит не меньше ста тонн. Но вот машина заняла подобающее ей место в комплексе и мы поняли — наши труды окупились сторицей. Усталые, под урчание двигателя нового устройства мы быстро доделывали наш проект.;Игроки получают успех в Экспериментальном комплексе.;Определенно, нам не хватило слаженности действий. Стотонная конструкция сорвалась и стремительно рухнула на другие машины, превращая себя и их в дорогостоящий металлолом. Святые угодники, наш коллега <i>[персонаж]</i> где-то там под завалами металла издал сдавленный стон. ;<b>Герой получает Ранение</b> (может пытаться отменить его Проверкой).;
1;Эксперимент. комплекс 4;top_secret.gif;В экспериментальном комплексе собрано самое сложное оборудование. А также старые машины, о поломке которых уже не придется отчитываться. Так что можно позволить себе любые переделки. И вот сейчас в нашем экспериментальном комплексе собралась всякая рухлядь. Особенное внимание привлекала {quot}машина помощник{quot}  с красной лентой {quot}НЕ ВКЛЮЧАТЬ{quot}. Это устройство в свое время было в каждой лаборатории, но теперь оно перенесено в запасники. Никто уже не помнит, почему. Хотя пожилые работники лаборатории все время ностальгически отзываются об этом устрйостве как о незаменимом помощнике. Однако разглядывать оборудование можно вечно, а работа не ждет. Задача по сборке в сварочной камере при помощи щупов-манипуляторов нам предстоит труднейшая, и потребует от нас невиданной слаженности. Нужно работать слаженно, как пальцы одной руки — и никаких лишних команд и перетягивания одеяла на себя. И вот этих-то рук нам сейчас катастрофически не хватает. Можно было бы позвать ассистировать нам лаборантов из других отделов — но, к сожалению, у половины нет нужного уровня допуска для работ здесь. Махнув на эту идею рукой, <i>[персонаж]</i> предложил начинать. Так что же делать? Работать самим? Или позвать лаборантов?;9;Работаем сами;{plus}  за {gem_red}  <br>{zero}  за{gem_blue}  <br/>{minus}  за {gem_green} ;5;Зовём лаборантов;Наклей 2 марки в шпионские зоны на конверты по своему выбору<br/>{plus} за {gem_red} {gem_blue}<br>{zero}  за {gem_green};Мы действовали слаженно, как единый организм, перемещая в сварочной камере сложные детали, и наблюдали, как рождается новый прибор. Вот это действительно выдающаяся командная работа.;Игроки получают успех в Экспериментальном комплексе.;Все пошло наперекосяк. Мы не смогли настроиться друг на друга. Элементы сталкивались, сварочная дуга отрезала части от важных деталей, случайные части прикипали друг к другу, а нужные отказывались сливаться, как зачарованные. {quot}К черту технику безопасности!{quot}  — вспылил <i>[персонаж]</i>. Мы могли только завороженно налюдать, как наш коллега вскочил в сварочную камеру и под искрами расплавленного металла стал собирать конструкции.;* <b>Герой получает Ранение</b> (может пытаться отменить его Проверкой){1mm}* <b>ослеп на 15 минут</b> (НЕ должен пользоваться зрением{1mm}* <b>НЕ может читать Ситуации и кидать в них Камни.</b>;
1;Эксперимент. комплекс 5;top_secret.gif;В нашем экспериментальном комплексе недавно был пожар и пришлось выкинуть все откровенно сломанное. Даже непонятно, как теперь работать. Один из сочувствующих лаборантов сообщил нам, что знает парня из Вивария, у которого брат работает на военной верфи неподалеку. Говорят, у военных там полно всякой всячины, и никто не пользуется. Мог бы подогнать незадорого...   <i>[Персонажу]</i> решительно не понравилось такое предложение. {quot}Нет, сэр, мы настоящие ученые, в состоянии изготовить себе любое оборудование из того, что есть{quot} , — чванливо произнес наш коллега. Мы понимали, что это потребует колосальных усилий, и конечно, существенно проще будет купить у парня из вивария нужные детали. Деньги, конечно, большие, но мы явно сможем выбить скидку и выделить их из запасов лаборатории. Самое время решить: покупаем или строим сами?;4;Покупаем;Наклей 2 марки в шпионские зоны на конверты по своему выбору<br>{plus} за {gem_red}<br>{zero}  за {gem_blue} {gem_green} ;10;Строим сами;{plus} за {gem_blue} <br/>{zero} за {gem_red} {gem_green} ;С таким оборудованием мы можем горы свернуть. Под вдохновенный гул машин, мы упоенно работали, чувствуя, что способны справиться с любой задачей.;Игроки получают успех в Экспериментальном комплексе.;Ничего не вышло. Без оборудования и думать нечего об успешном эксперименте. Однако наш товарищ не оставил своих попыток собрать что-то работающее. <i>[Персонаж]</i> с торжествующем видом дернул дроссель, двигатель взвыл, и устройство замерцало всеми цветами — а потом <i>[персонаж]</i> пролетел через всю лабораторию в ослепительном разряде электричества, и сполз по стене.;* Герой больше <b>НЕ может участвовать в работе.</b><br/>* Герой <b>забыл самые важные для него 15 минут за эти сутки</b> — пусть сидит и записывает их в {quot}Забытые воспоминания{quot};
1;Эксперимент. комплекс 6;top_secret.gif;Работа в экспериментальном комплексе была в самом разгаре. Мы спорили, как умалишенные. Никак не получалось найти ошибку в расчетах. И тут погас свет. Мы предположили неисправность с электростанцией, но ток исправно поступал на приборы. При этом ни одна лампочка не соглашалась работать. В довершении картины, заброшеный Визуалиатор Коллективного, перенесенный сюда по причине непоправимой поломки, засветился голубым светом. Голос заговорил с нами на английском, с легким неузнаваемым акцентом. Голос спросил нас,  не хотим ли мы принять участие в эксперименте. Взамен голос обещал помочь нам с нашим небольшим затруднением. Рисковому <i>[персонажу]</i> это показалось заманчивой идеей, и наш коллега вызвался быть добровольцем, если мы решимся. Как нам поступить? Разбить визуализатор и продолжить биться над задачей самим, или рискнуть и предоставить Герою шанс вступить в контакт с Голосом из Визуализатора?;9;Работаем сами;{plus} за {gem_blue} и первый {gem_green} <br>{zero} за остальные {gem_green}<br/>{minus} за {gem_red} ;3;Рискуем;Наклей 2 марки за одну страну в шпионскую зону на Проект<br/>{plus}  за {gem_blue}  и первый {gem_green} <br>{zero} за остальные {gem_green}<br/>{minus}  за {gem_red} ;Когда ошибка в расчётах была найдена, остальная работа не показалась такой уж трудной. Мы развлекали себя гипотезами о природе Голоса из Визуализатора. Лидировала версия про конкурирующую лабораторию. В конце, мы пришли к выводу, что лучше не сильно распространяться о Голосах, когда мы вернемся в город.;Игроки получают успех в Экспериментальном комплексе.{2mm}Если использовалась помощь Голоса — <b>Герой и Рассказчик получают по 3 Камня цвета своих самых больших лимитов.</b>;Несмотря на все наши усилия, мы не смогли найти ошибку в расчетах. Обессиленные, мы ушли курить. Досадно сознавать, что сил не осталось. Кажется, пора сворачиваться, на воздух, проветрить головы...;Теперь можно сыграть только {quot}Оформление проектов{quot}. Если использовалась помощь Голоса — Герой НЕ может защищаться сам от следующего сеанса Пропаганды.;
1;Оформление проектов 1;top_secret.gif;Остался последний рывок. Теперь нужно оформить наши достижения так, что бы они могли принести пользу кому-то еще, кроме нас. Многие полагают эту часть работы маловажной, но на войне полезно только то, что можно тиражировать. Затык образовался там, где нам потребовалось растиражировать описания и инструкции. Штамповочный пресс наглухо заклинило, и пока <i>[персонаж]</i> ковырялся в шестеренках, мы придумали собрать лаборантов после смены и попросить их перепечатать копии на печатных машинках вручную. Работа тяжелая, но в противном случае весь этот объем работы свалится на нас. Не ясно, что принест большую пользу: присоединиться к нашему товарищу в попытке разобраться с поломкой пресса, или воззвать к чувствам лаборантов?;3;Чинить пресс;{plus}  за {gem_blue}<br/> за {gem_green}<br/>{minus}  за {gem_red} ;3;Воззвать к лаборантам;{plus}  за {gem_red} <br/>{minus}  за {gem_green} <br>{zero}  за {gem_blue} ;Теперь, когда вопрос с инструкциями удалось уладить, работа в лаборатории официально окончена. Раньше в такое время открывали шампанское, но в военное время — это роскошь.;<b>Прототипирование закончено,</b> Рассказчик извлекает результаты.;Увы, мы остались одни с задачей тиражирования...{1mm}— Как говорится, не умеешь работать головой, работай жопой, — грубо пошутил <i>[персонаж]</i> . И мы засели за печатные машинки. Когда мы закончили, от усталости у нас ломило все, а глаза покрылись густой сосудистой сеткой. Казалось, каждый готов был проспать неделю...;Все, кроме Рассказчика, надорвались:{1mm}* <b>Герой сбрасывает 5 случайных Камней</b> (кроме Черных){1mm}* <b>остальные сбрасывают по 2 случайных Камня</b> (кроме Черных){1mm}* те, у кого не осталось сил — <b>1,5 часа НЕ могут их получать в Сеансах Гипноза</b>{2mm}<b>Прототипирование закончено,</b> Рассказчик извлекает результаты.;
1;Оформление проектов 2;top_secret.gif;На стадии оформления редко все идет гладко. Сказывается усталость, накопленная за часы работы. Да и отношние к этой стадии обычно недостаточно почтительное. И совершенно напрасно. Вот и нам довелось столкнуться с подобным отношением. Когда потребовалось перенести уже отпечатанные инструкции и коробки с прототипами на поверхность, инженеры и лаборанты из наших верных помошников превратились в заносчивых снобов. {quot}Такое ощущение, что они одни тут заняты настоящей работой!{quot}  — вспылил <i>[персонаж]</i>. Пока наш коллега искал хоть одного ответственного лаборанта, мы думали, как нам выйти из положения. Ящики тяжелые, и их очень много. Стоит ли нажать на лаборантов, используя наше положение, или наоборот, стоит упирать на совесть и сочувствие?;3;Нажать;{plus}  за {gem_green} <br/>{zero}  за {gem_red} <br>{minus}  за {gem_blue} ;2;Давить на жалость;{plus} за {gem_red} <br/>{zero} за {gem_green}<br/>{minus} за {gem_blue} ;Лаборанты послушно перетаскивали наш груз, а мы предвкушали дотационные сигары в баре Салливана. Наверняка на этот раз получится побить рекорд и выпустить десяток колечек. Быть может, даже удастся достать бутылочку горячительного…;<b>Прототипирование закончено,</b> Рассказчик извлекает результаты.;Лаборанты как будто с другой планеты. Мы принялись перетаскивать ящики, и не сразу заметили, что с нами нет нашего переговорщика.  Предположив малодушное бегство<i>[персонажа]</i>, мы, чертыхаясь, вернулись к ящикам… Когда все было кончено, на нас было жалко смотреть. Руки тряслись, из глаз самопроизвольно текли слезы. Усталость перешла в апатию.;Все, кроме Рассказчика, надорвались:{1mm}* <b>Герой сбрасывает 5 случайных Камней</b> (кроме Черных){1mm}* <b>остальные сбрасывают по 2 случайных Камня</b> (кроме Черных){1mm}* те, у кого не осталось сил — <b>1,5 часа НЕ могут их получать в Сеансах Гипноза</b>{2mm}<b>Прототипирование закончено,</b> Рассказчик извлекает результаты.;
1;Оформление проектов 3;top_secret.gif;Подчас оформлять проекты приходится по окончании рабочего времени лаборантов. А без них — в нашем деле никуда. Но профсоюзному боссу наплевать на все, особенно на военные задачи и форсмажоры. И вот он стоит перед нами, напышенный дурак, в нелепой мятой шляпе и старомодных подтяжках, стягивающих пропотевшую рубашку. Стоит, и брызжа слюной, доказывает нам, что на сегодня его ребята определенно закончили. Уставший <i>[персонаж]</i> вступил с мужиком в отчаянную перепалку, а мы задумались. Как бы нам уговорить этого чудака из профсоюза уйти с нашей дороги? Попробовать найти в законах  лазейку? Тут пригодилось бы достать и предъявить партбилет рабочей партии, а потом припомнить трудовое законодательство и уверенно сослаться на него — это поможет боссу отступить, сохранив лицо. А можно попробовать найти человечный подход. В этом случае помогло бы подмазать его бутылкой хорошего пойла, чтобы он не чувстовал себя проигравшим, да задушевно поговорить, без давления.;4;Искать лазейку;{plus}{plus}  за  партбилет<br/>{plus}  за {gem_blue} {gem_green}<br/>{minus}  за {gem_red} ;3;Человечный подход;{plus}{plus}  за бутылку виски<br/>{plus}  за {gem_red} <br/>{zero}  за {gem_blue} <br>{minus}  за {gem_green};Профсоюзный босс оказался не таким уж плохим парнем и все понял прекрасно. Лаборанты вернулись на позиции, и мы, наконец, смогли немного расслабиться. Каждый раз, видя как ящики с описаниями и прототипами уезжают наверх, на склад, даже не верится, что все, наконец, закончено.;<b>Прототипирование закончено,</b> Рассказчик извлекает результаты.;Профсоюзный босс никак не желал внять нашим словам. Вскоре его парни, побросав все дела, покинули комплекс, оставив нашу группу в одиночестве завершать работу…;Все, кроме Рассказчика, надорвались:{1mm}* <b>Герой сбрасывает 5 случайных Камней</b> (кроме Черных){1mm}* <b>остальные сбрасывают по 2 случайных Камня</b> (кроме Черных){1mm}* те, у кого не осталось сил — <b>1,5 часа НЕ могут их получать в Сеансах Гипноза</b>{2mm}<b>Прототипирование закончено,</b> Рассказчик извлекает результаты.;
